"author","coauthors"
"Serge Nicolas","Dominique Makowski"
"Serge Nicolas","Marco Sperduti"
"Serge Nicolas","Fernand Gobet"
"Serge Nicolas","Pierre Perruchet"
"Serge Nicolas","Kouloud Abichou"
"Serge Nicolas","Jeremy T. Burman"
"Serge Nicolas","Dalibor Vobořil"
"Serge Nicolas","Simon Lhuillier"
"Serge Nicolas","Todd Lubart"
"Serge Nicolas","Guy Tiberghien"
"Serge Nicolas","Thérèse Collins"
"Serge Nicolas","Henry L. Roediger"
"Serge Nicolas","Andrea Bosco"
"Serge Nicolas","Chrystel Besche-Richard, Full Professor"
"Serge Nicolas","Marjorie Lorch"
"Serge Nicolas","Pascale Piolino"
"Serge Nicolas","Gaën Plancher"
"Serge Nicolas","Alessandro Guida"
"Serge Nicolas","Yannick Gounden"
"Serge Nicolas","Ludovic Ferrand"
"Serge Nicolas","Dominique Makowski"
"Serge Nicolas","Marco Sperduti"
"Serge Nicolas","Fernand Gobet"
"Serge Nicolas","Pierre Perruchet"
"Serge Nicolas","Kouloud Abichou"
"Serge Nicolas","Jeremy T. Burman"
"Serge Nicolas","Dalibor Vobořil"
"Serge Nicolas","Simon Lhuillier"
"Serge Nicolas","Todd Lubart"
"Serge Nicolas","Guy Tiberghien"
"Serge Nicolas","Thérèse Collins"
"Serge Nicolas","Henry L. Roediger"
"Serge Nicolas","Andrea Bosco"
"Serge Nicolas","Chrystel Besche-Richard, Full Professor"
"Serge Nicolas","Marjorie Lorch"
"Serge Nicolas","Pascale Piolino"
"Serge Nicolas","Gaën Plancher"
"Serge Nicolas","Alessandro Guida"
"Serge Nicolas","Yannick Gounden"
"Serge Nicolas","Ludovic Ferrand"
"Serge Nicolas","Dominique Makowski"
"Serge Nicolas","Marco Sperduti"
"Serge Nicolas","Fernand Gobet"
"Serge Nicolas","Pierre Perruchet"
"Serge Nicolas","Kouloud Abichou"
"Serge Nicolas","Jeremy T. Burman"
"Serge Nicolas","Dalibor Vobořil"
"Serge Nicolas","Simon Lhuillier"
"Serge Nicolas","Todd Lubart"
"Serge Nicolas","Guy Tiberghien"
"Serge Nicolas","Thérèse Collins"
"Serge Nicolas","Henry L. Roediger"
"Serge Nicolas","Andrea Bosco"
"Serge Nicolas","Chrystel Besche-Richard, Full Professor"
"Serge Nicolas","Marjorie Lorch"
"Antoine Bellemare-Pepin","Karim Jerbi, Phd"
"Antoine Bellemare-Pepin","Yann Harel"
"Antoine Bellemare-Pepin","Philipp Thölke"
"Antoine Bellemare-Pepin","Jordan O'byrne"
"Antoine Bellemare-Pepin","Isabelle Peretz"
"Antoine Bellemare-Pepin","Hamza Abdelhedi"
"Antoine Bellemare-Pepin","Yorguin José Mantilla Ramos"
"Antoine Bellemare-Pepin","Mathieu Landry"
"Antoine Bellemare-Pepin","Charlotte Maschke"
"Antoine Bellemare-Pepin","Annalisa Pascarella"
"Antoine Bellemare-Pepin","Anirudha Kemtur"
"Antoine Bellemare-Pepin","Virginie Crollen"
"Antoine Bellemare-Pepin","Olivier Collignon"
"Antoine Bellemare-Pepin","Nicolò Francesco Bernardi"
"Yann Harel","Karim Jerbi, Phd"
"Yann Harel","Antoine Bellemare-Pepin"
"Yann Harel","Philipp Thölke"
"Yann Harel","Jordan O'byrne"
"Yann Harel","Arne Dietrich"
"Yann Harel","Basile Pinsard"
"Yann Harel","Genevieve Mageau"
"Yann Harel","Maximilien Le Clei"
"Philipp Thölke","Karim Jerbi, Phd"
"Philipp Thölke","Gianni De Fabritiis"
"Philipp Thölke","Antoine Bellemare-Pepin"
"Karim Jerbi, Phd","Jean-Philippe Lachaux"
"Karim Jerbi, Phd","Sarang S. Dalal"
"Karim Jerbi, Phd","Sylvain Baillet"
"Karim Jerbi, Phd","Tomas Ossandon"
"Karim Jerbi, Phd","Juan R. Vidal"
"Karim Jerbi, Phd","Tarek Lajnef"
"Karim Jerbi, Phd","Etienne Combrisson, Phd"
"Karim Jerbi, Phd","Annalisa Pascarella"
"Karim Jerbi, Phd","Richard M. Leahy"
"Karim Jerbi, Phd","Marcela Perrone-Bertolotti"
"Karim Jerbi, Phd","John C Mosher"
"Karim Jerbi, Phd","Jb Eichenlaub, Phd"
"Karim Jerbi, Phd","Robert Oostenveld"
"Karim Jerbi, Phd","Michael Wibral"
"Karim Jerbi, Phd","Virginie Van Wassenhove"
"Karim Jerbi, Phd","Richard Henson"
"Karim Jerbi, Phd","Guido Nolte"
"Karim Jerbi, Phd","Michel Besserve"
"Karim Jerbi, Phd","Greg Worrell"
"Karim Jerbi, Phd","Rina Zelmann"
"François Lespinasse","Dominique Makowski"
"François Lespinasse","Antoine Bellemare-Pepin"
"François Lespinasse","Yann Harel"
"François Lespinasse","Philipp Thölke"
"François Lespinasse","Karim Jerbi, Phd"
"François Lespinasse","Dominique Makowski"
"François Lespinasse","Antoine Bellemare-Pepin"
"François Lespinasse","Yann Harel"
"François Lespinasse","Philipp Thölke"
"François Lespinasse","Karim Jerbi, Phd"
"François Lespinasse","Dominique Makowski"
"François Lespinasse","Antoine Bellemare-Pepin"
"François Lespinasse","Yann Harel"
"François Lespinasse","Philipp Thölke"
"François Lespinasse","Karim Jerbi, Phd"
"Jean-Charles Girardeau","Pascale Piolino"
"Jean-Charles Girardeau","Philippe Blondé"
"Jean-Charles Girardeau","Marco Sperduti"
"Jean-Charles Girardeau","Dominique Makowski"
"Arni Kristjansson","Andrey Chetverikov"
"Arni Kristjansson","Ómar Jóhannesson"
"Arni Kristjansson","Runar Unnthorsson"
"Arni Kristjansson","Ken Nakayama"
"Arni Kristjansson","Jon Driver (1962-2011)"
"Arni Kristjansson","Árni Gunnar Ásgeirsson"
"Arni Kristjansson","Ian M. Thornton"
"Arni Kristjansson","Gianluca Campana"
"Arni Kristjansson","Sabrina Hansmann-Roth"
"Arni Kristjansson","Heida Maria Sigurdardottir"
"Arni Kristjansson","Tómas Kristjánsson"
"Arni Kristjansson","Omer Daglar Tanrikulu"
"Arni Kristjansson","David Pascucci"
"Arni Kristjansson","David Whitney"
"Arni Kristjansson","Mohsen Rafiei"
"Arni Kristjansson","Ivan Makarov"
"Arni Kristjansson","Inga María Ólafsdóttir"
"Arni Kristjansson","Deliang Wang"
"Arni Kristjansson","Jan Brascamp"
"Arni Kristjansson","Vigdís Vala Valgeirsdóttir"
"David Pascucci","Gijs Plomp"
"David Pascucci","Massimo Turatto"
"David Pascucci","Michael Herzog"
"David Pascucci","Arni Kristjansson"
"David Pascucci","Gizay Ceylan"
"David Pascucci","Leonardo Chelazzi"
"David Pascucci","Maëlan Q. Menétrey"
"David Pascucci","Omer Daglar Tanrikulu"
"David Pascucci","Maria Rubega"
"David Pascucci","Ayberk Ozkirli"
"David Pascucci","Patric Hagmann"
"David Pascucci","Sebastien Tourbier, Phd"
"David Pascucci","Joan Rue Queralt"
"David Pascucci","Natalia A. Tiurina"
"David Pascucci","Yuri A. Markov"
"David Pascucci","Chiara Della Libera"
"David Pascucci","Elisa Santandrea"
"David Pascucci","Katharina Glomb"
"David Pascucci","David Whitney"
"David Pascucci","Mattia F. Pagnotta"
"Dr Allan Armougum","Pascale Piolino"
"Dr Allan Armougum","Axel Roques"
"Dr Allan Armougum","Ioannis Bargiotas"
"Dr Allan Armougum","Nicolas Vayatis"
"Dr Allan Armougum","Laurent Oudre"
"Dr Allan Armougum","Marco Sperduti"
"Dr Allan Armougum","Dominique Makowski"
"Dr Allan Armougum","Philippe Blondé"
"Dr Allan Armougum","Matthieu Robert"
"Dr Allan Armougum","Pierre-Paul Vidal"
"Sabrina Hansmann-Roth","Arni Kristjansson"
"Sabrina Hansmann-Roth","Andrey Chetverikov"
"Sabrina Hansmann-Roth","Pascal Mamassian"
"Sabrina Hansmann-Roth","Mohsen Rafiei"
"Sabrina Hansmann-Roth","Omer Daglar Tanrikulu"
"Sabrina Hansmann-Roth","Sylvia C Pont"
"Sabrina Hansmann-Roth","Christoph Witzel"
"Sabrina Hansmann-Roth","J. Kevin O'regan"
"Philippe Blondé","Marco Sperduti"
"Philippe Blondé","Pascale Piolino"
"Philippe Blondé","Dominique Makowski"
"Philippe Blondé","Jean-Charles Girardeau"
"Philippe Blondé","Serge Nicolas"
"Philippe Blondé","Arni Kristjansson"
"Philippe Blondé","David Pascucci"
"Philippe Blondé","Tiziana Zalla"
"Philippe Blondé","Stephane Lemaire"
"Philippe Blondé","Dr Allan Armougum"
"Philippe Blondé","Sabrina Hansmann-Roth"
"Philippe Blondé","La Corte Valentina"
"Philippe Blondé","Marco Sperduti"
"Philippe Blondé","Pascale Piolino"
"Philippe Blondé","Dominique Makowski"
"Philippe Blondé","Jean-Charles Girardeau"
"Philippe Blondé","Serge Nicolas"
"Philippe Blondé","Arni Kristjansson"
"Philippe Blondé","David Pascucci"
"Philippe Blondé","Tiziana Zalla"
"Philippe Blondé","Stephane Lemaire"
"Philippe Blondé","Dr Allan Armougum"
"Philippe Blondé","Sabrina Hansmann-Roth"
"Philippe Blondé","La Corte Valentina"
"Philippe Blondé","Marco Sperduti"
"Philippe Blondé","Pascale Piolino"
"Philippe Blondé","Dominique Makowski"
"Philippe Blondé","Jean-Charles Girardeau"
"Philippe Blondé","Serge Nicolas"
"Philippe Blondé","Arni Kristjansson"
"Philippe Blondé","David Pascucci"
"Philippe Blondé","Tiziana Zalla"
"Philippe Blondé","Stephane Lemaire"
"Philippe Blondé","Dr Allan Armougum"
"Philippe Blondé","Sabrina Hansmann-Roth"
"Philippe Blondé","La Corte Valentina"
"Yi Wei Daniel Tay","Ming Jen Tan"
"Yi Wei Daniel Tay","Suvash Chandra Paul"
"Yi Wei Daniel Tay","Nisar Ahamed Noor Mohamed"
"Yi Wei Daniel Tay","Phạm Quang Cường"
"Yi Wei Daniel Tay","Chee Kai Chua"
"Yi Wei Daniel Tay","Shunzhi Qian"
"Yi Wei Daniel Tay","Ian Gibson"
"Yi Wei Daniel Tay","Mingyang Li"
"Puttichai Lertkultanon","Phạm Quang Cường"
"Puttichai Lertkultanon","Jitkomut Songsiri"
"Mingyang Li","Ming Jen Tan"
"Mingyang Li","Weng, Yiwei (翁毅伟)"
"Mingyang Li","Teck Neng Wong"
"Mingyang Li","Shunzhi Qian"
"Mingyang Li","Bing Lu"
"Mingyang Li","Zhixin Liu"
"Mingyang Li","Yi Wei Daniel Tay"
"Mingyang Li","Lim Jian Hui"
"Mingyang Li","Dong Zhang （张冬）"
"Mingyang Li","Kf Leong"
"Mingyang Li","Ye Qian"
"Mingyang Li","Zhenbang Liu (刘振邦）"
"Mingyang Li","Robert Landers"
"Mingyang Li","Shaoqin Ruan"
"Mingyang Li","Ming Leu"
"Mingyang Li","Phạm Quang Cường"
"Mingyang Li","Tegoeh Tjahjowidodo"
"Mingyang Li","Shawn, Xiangyu Wang (王祥宇)"
"Mingyang Li","Heng Li"
"Mingyang Li","Cise Unluer"
"Hung Pham","Weng, Yiwei (翁毅伟)"
"Hung Pham","Yi Wei Daniel Tay"
"Hung Pham","Phạm Quang Cường"
"Hung Pham","Puttichai Lertkultanon"
"Hung Pham","Mingyang Li"
"Hung Pham","Weng, Yiwei (翁毅伟)"
"Hung Pham","Yi Wei Daniel Tay"
"Hung Pham","Phạm Quang Cường"
"Hung Pham","Puttichai Lertkultanon"
"Hung Pham","Mingyang Li"
"Hung Pham","Weng, Yiwei (翁毅伟)"
"Hung Pham","Yi Wei Daniel Tay"
"Hung Pham","Phạm Quang Cường"
"Hung Pham","Puttichai Lertkultanon"
"Hung Pham","Mingyang Li"
"Jordan Grafman","Frank Krueger"
"Jordan Grafman","Irene Litvan"
"Jordan Grafman","Jorge Moll"
"Jordan Grafman","Alvaro Pascual-Leone, Md, Phd"
"Jordan Grafman","Pietro Pietrini"
"Jordan Grafman","Roland Zahn"
"Jordan Grafman","Matteo Pardini"
"Jordan Grafman","Vinod Goel"
"Jordan Grafman","Paolo Nichelli"
"Jordan Grafman","Gianpaolo Basso"
"Jordan Grafman","Tiziana Zalla"
"Nicolas Franck","Guy Tiberghien"
"Nicolas Franck","Elisabeth Pacherie"
"Nicolas Franck","Valérian Chambon"
"Nicolas Franck","Jean Decety"
"Nicolas Franck","Chris Frith"
"Nicolas Franck","Tiziana Zalla"
"Nicolas Franck","Andrea Slachevsky"
"Nicolas Franck","Professor Manos Tsakiris"
"Nicolas Franck","Swann Pichon"
"Nicolas Franck","Philippe Domenech"
"Nicolas Franck","James Kilner"
"Nicolas Franck","Jim Van Os"
"Nicolas Franck","Peter Ford Dominey"
"Nicolas Franck","David Sander"
"Nicolas Franck","Yann Coello"
"Gianpaolo Basso","Jordan Grafman"
"Gianpaolo Basso","Pietro Pietrini"
"Gianpaolo Basso","Nicola Canessa"
"Gianpaolo Basso","Paolo Nichelli"
"Gianpaolo Basso","Caterina Galandra"
"Gianpaolo Basso","Stefano Magon"
"Gianpaolo Basso","Chiara Crespi"
"Gianpaolo Basso","Francesca Frassinetti"
"Gianpaolo Basso","Giuseppe Di Pellegrino"
"Gianpaolo Basso","Tiziana Zalla"
"Gianpaolo Basso","Jorge Jovicich"
"Gianpaolo Basso","Timothy C Rickard"
"Gianpaolo Basso","Uta Sailer"
"Gianpaolo Basso","William D Gaillard"
"Gianpaolo Basso","Stephen Flitman"
"Gianpaolo Basso","Eva Baker"
"Gianpaolo Basso","Simon Robinson"
"Gianpaolo Basso","Rita Capasso"
"Pietro Pietrini","Emiliano Ricciardi"
"Pietro Pietrini","James Haxby"
"Pietro Pietrini","Gene E. Alexander"
"Pietro Pietrini","Barry Horwitz"
"Pietro Pietrini","Claudio Gentili"
"Pietro Pietrini","Jordan Grafman"
"David Sander","Didier Grandjean"
"David Sander","Klaus R. Scherer"
"David Sander","Sylvain Delplanque"
"David Sander","Tobias Brosch"
"David Sander","Patrik Vuilleumier"
"David Sander","Gilles Pourtois"
"David Sander","Eva R. Pool"
"David Sander","Géraldine Coppin"
"David Sander","Boris Cheval"
"David Sander","Pascal Vrticka"
"David Sander","Yoann Stussi"
"David Sander","Etienne Roesch"
"David Sander","Christian Mumenthaler"
"David Sander","Lionel Reveret"
"David Sander","Julien Deonna"
"David Sander","Jordan Grafman"
"Franck Ramus","Hugo Peyre"
"Franck Ramus","Irene Altarelli"
"Franck Ramus","Jacques Mehler"
"Franck Ramus","Uta Frith"
"Franck Ramus","Stuart Rosen"
"Franck Ramus","Sarah J White"
"Franck Ramus","Barbara Heude"
"Franck Ramus","Jingjing Zhao"
"Franck Ramus","Camille Michèle Williams"
"Franck Ramus","Katarzyna Jednoróg"
"Franck Ramus","Ghislaine Dehaene-Lambertz"
"Franck Ramus","Jonathan Y. Bernard"
"Franck Ramus","Ava Guez"
"Franck Ramus","Thiebaut De Schotten, M"
"Franck Ramus","Emmanuel Dupoux"
"Franck Ramus","Nicolas Gauvrit"
"Franck Ramus","Elizabeth Milne"
"Franck Ramus","John Swettenham"
"Franck Ramus","Joel Fluss"
"Franck Ramus","Dr Peter C. Hansen"
"Laurent Cohen","Stanislas Dehaene"
"Laurent Cohen","Lionel Naccache"
"Laurent Cohen","Ghislaine Dehaene-Lambertz"
"Laurent Cohen","Jacques Mehler"
"Laurent Cohen","Fabien Vinckier"
"Laurent Cohen","Régine Kolinsky"
"Laurent Cohen","Gaillard Raphaël"
"Laurent Cohen","Benjamin Rohaut"
"Laurent Cohen","Jean-François Mangin"
"Laurent Cohen","Emmanuel Dupoux"
"Laurent Cohen","Pierre-Francois Van De Moortele"
"Laurent Cohen","Jb Poline"
"Laurent Cohen","Felipe Pegado"
"Laurent Cohen","Jacobo Diego Sitt, M.d., Phd"
"Laurent Cohen","Mariano Sigman"
"Laurent Cohen","Amedi Amir"
"Laurent Cohen","Jean-Rémi King"
"Laurent Cohen","Daniela Perani"
"Laurent Cohen","Thiebaut De Schotten, M"
"Laurent Cohen","Paolo Bartolomeo, M.d., Ph.d."
"Emmanuel Dupoux","Jacques Mehler"
"Emmanuel Dupoux","Alejandrina (Alex) Cristia"
"Emmanuel Dupoux","Sharon Peperkamp"
"Emmanuel Dupoux","Stanislas Dehaene"
"Emmanuel Dupoux","Christophe Pallier"
"Emmanuel Dupoux","Gabriel Synnaeve"
"Emmanuel Dupoux","Anne Christophe"
"Emmanuel Dupoux","Thomas Schatz"
"Emmanuel Dupoux","Nuria Sebastian Galles"
"Emmanuel Dupoux","Ewan Dunbar"
"Emmanuel Dupoux","Laurent Cohen"
"Emmanuel Dupoux","Daniela Perani"
"Emmanuel Dupoux","Charlotte Jacquemot"
"Emmanuel Dupoux","Maarten Versteegh"
"Emmanuel Dupoux","Eraldo Paulesu"
"Emmanuel Dupoux","Pierre-Francois Van De Moortele"
"Emmanuel Dupoux","Pierre Jacob"
"Emmanuel Dupoux","Franck Ramus"
"Emmanuel Dupoux","Neil Zeghidour"
"Emmanuel Dupoux","Aren Jansen"
"Janet Metcalfe","Bridgid Finn"
"Janet Metcalfe","Nate Kornell"
"Janet Metcalfe","Arthur Shimamura"
"Janet Metcalfe","John Dunlosky"
"Janet Metcalfe","Teal Eich"
"Janet Metcalfe","Ken Koedinger"
"Janet Metcalfe","Harold Pashler"
"Janet Metcalfe","W. Jake Jacobs"
"Janet Metcalfe","Yaakov Stern"
"Janet Metcalfe","Jessica Witt"
"Janet Metcalfe","Jason Mitchell"
"Janet Metcalfe","Michael S. Gazzaniga"
"Janet Metcalfe","Kayuet Liu"
"Janet Metcalfe","Hakwan Lau"
"Janet Metcalfe","Li Yan Mccurdy"
"Janet Metcalfe","Endel Tulving"
"Janet Metcalfe","Robert Thomas Knight"
"Janet Metcalfe","Michael J. Serra"
"Janet Metcalfe","Jared Van Snellenberg"
"Janet Metcalfe","W. Einar Mencl"
"Giorgio Coricelli","Mateus Joffily"
"Giorgio Coricelli","Rosemarie Nagel"
"Giorgio Coricelli","Luca Polonio"
"Giorgio Coricelli","Stefano Palminteri"
"Giorgio Coricelli","Mehdi Khamassi"
"Giorgio Coricelli","Jerome Sallet"
"Giorgio Coricelli","Sarah-Jayne Blakemore"
"Giorgio Coricelli","John P. O'doherty"
"Giorgio Coricelli","Hugo Critchley"
"Giorgio Coricelli","Elsa Fouragnan"
"Giorgio Coricelli","Alain Nicolas"
"Giorgio Coricelli","Ben Greiner"
"Giorgio Coricelli","Stephanie Burnett Heyes"
"Giorgio Coricelli","Florence Thibaut"
"Giorgio Coricelli","Emma J Kilford"
"Giorgio Coricelli","Gerlinde Fellner-Röhling"
"Giorgio Coricelli","Paolo Avesani"
"Giorgio Coricelli","Susanne Greiner"
"Giorgio Coricelli","Sibilla Di Guida"
"Giorgio Coricelli","Francesco D. Zaffuto"
"Michael S. Phipps, Md, Mhs","Dawn Bravata"
"Michael S. Phipps, Md, Mhs","John W Cole"
"Michael S. Phipps, Md, Mhs","Seemant Chaturvedi"
"Michael S. Phipps, Md, Mhs","Laura J. Myers"
"Michael S. Phipps, Md, Mhs","Jason Sico"
"Michael S. Phipps, Md, Mhs","Prachi Mehndiratta"
"Michael S. Phipps, Md, Mhs","Jordan Grafman"
"Michael S. Phipps, Md, Mhs","Edward J. Miech"
"Michael S. Phipps, Md, Mhs","Em Cheng"
"Michael S. Phipps, Md, Mhs","Teresa Damush"
"Michael S. Phipps, Md, Mhs","Jose G Merino"
"Michael S. Phipps, Md, Mhs","Mathew Reeves"
"Michael S. Phipps, Md, Mhs","Judith H Lichtman"
"Michael S. Phipps, Md, Mhs","Dheeraj Gandhi"
"Michael S. Phipps, Md, Mhs","Irene Litvan"
"Michael S. Phipps, Md, Mhs","Quincy K Tran"
"Michael S. Phipps, Md, Mhs","Huanwen (Alvin) Chen, Md Mhsc"
"Michael S. Phipps, Md, Mhs","Helena M. Mentis"
"Michael S. Phipps, Md, Mhs","Ann Gruber-Baldini"
"Michael S. Phipps, Md, Mhs","Lisa Shulman"
"Edouard Machery","Stephen Stich"
"Edouard Machery","Ron Mallon"
"Edouard Machery","Justin Sytsma"
"Edouard Machery","David Rose"
"Edouard Machery","Shaun Nichols"
"Edouard Machery","Markus Werning"
"Edouard Machery","Paul Griffiths"
"Edouard Machery","Daniel Kelly"
"Edouard Machery","H. Clark Barrett"
"Edouard Machery","Noel Struchiner"
"Edouard Machery","David Colaço"
"Edouard Machery","Stefan Linquist"
"Edouard Machery","Elizabeth O'neill"
"Edouard Machery","Markus Kneer"
"Edouard Machery","Jonathan Livengood"
"Edouard Machery","Hyundeuk Cheon"
"Edouard Machery","Christopher Y. Olivola"
"Edouard Machery","Max Deutsch"
"Edouard Machery","Takaaki Hashimoto"
"Edouard Machery","Luis H. Favela"
"Andrea Stocco","Chantel Prat"
"Andrea Stocco","Christian Lebiere"
"Andrea Stocco","Danilo Fum"
"Andrea Stocco","John R Anderson"
"Andrea Stocco","Rajesh P. N. Rao"
"Andrea Stocco","Brianna L. Yamasaki"
"Andrea Stocco","Hedderik Van Rijn"
"Andrea Stocco","Catherine Sibert"
"Andrea Stocco","John Laird"
"Andrea Stocco","Paul Rosenbloom"
"Andrea Stocco","Holly Sue Hake, Phd"
"Andrea Stocco","Linxing Preston Jiang"
"Andrea Stocco","Randall O'reilly"
"Andrea Stocco","Jelmer Borst"
"Andrea Stocco","Niels Taatgen"
"Andrea Stocco","Zoe Steine-Hanson"
"Andrea Stocco","Natalie Koh"
"Andrea Stocco","Fabio Del Missier"
"Andrea Stocco","Devapratim Sarma, Phd"
"Andrea Stocco","Matthew Bryan"
"Manuela Piazza","Stanislas Dehaene"
"Manuela Piazza","Véronique Izard"
"Manuela Piazza","Evelyn Eger"
"Manuela Piazza","Marco Buiatti"
"Manuela Piazza","Edward M. Hubbard"
"Manuela Piazza","Laurent Cohen"
"Manuela Piazza","Brian Butterworth"
"Manuela Piazza","Ilaria Berteletti"
"Manuela Piazza","Elisa Castaldi"
"Manuela Piazza","Valentina Borghesani"
"Manuela Piazza","Cathy Price"
"Manuela Piazza","Marco Zorzi"
"Manuela Piazza","David Melcher"
"Manuela Piazza","Elizabeth Spelke"
"Manuela Piazza","Simone Viganò"
"Manuela Piazza","Professor Andrea Mechelli"
"Manuela Piazza","Pedro Pinheiro-Chagas"
"Manuela Piazza","Andrea Facoetti"
"Manuela Piazza","Mariagrazia Ranzini"
"Manuela Piazza","Alessandro Chinello"
"Tiziana Zalla","Jordan Grafman"
"Tiziana Zalla","Marco Sperduti"
"Tiziana Zalla","Nicolas Franck"
"Tiziana Zalla","Gianpaolo Basso"
"Tiziana Zalla","Pietro Pietrini"
"Tiziana Zalla","David Sander"
"Tiziana Zalla","Pascale Piolino"
"Tiziana Zalla","Franck Ramus"
"Tiziana Zalla","Laurent Cohen"
"Tiziana Zalla","Emmanuel Dupoux"
"Tiziana Zalla","Pierre Jacob"
"Tiziana Zalla","Janet Metcalfe"
"Tiziana Zalla","Giorgio Coricelli"
"Tiziana Zalla","Michael S. Phipps, Md, Mhs"
"Tiziana Zalla","Edouard Machery"
"Tiziana Zalla","Andrea Stocco"
"Tiziana Zalla","Danilo Fum"
"Tiziana Zalla","Manuela Piazza"
"Tiziana Zalla","Bernard Pachoud"
"Tiziana Zalla","Jean-Louis Dessalles"
"Tiziana Zalla","Jordan Grafman"
"Tiziana Zalla","Marco Sperduti"
"Tiziana Zalla","Nicolas Franck"
"Tiziana Zalla","Gianpaolo Basso"
"Tiziana Zalla","Pietro Pietrini"
"Tiziana Zalla","David Sander"
"Tiziana Zalla","Pascale Piolino"
"Tiziana Zalla","Franck Ramus"
"Tiziana Zalla","Laurent Cohen"
"Tiziana Zalla","Emmanuel Dupoux"
"Tiziana Zalla","Pierre Jacob"
"Tiziana Zalla","Janet Metcalfe"
"Tiziana Zalla","Giorgio Coricelli"
"Tiziana Zalla","Michael S. Phipps, Md, Mhs"
"Tiziana Zalla","Edouard Machery"
"Tiziana Zalla","Andrea Stocco"
"Tiziana Zalla","Danilo Fum"
"Tiziana Zalla","Manuela Piazza"
"Tiziana Zalla","Bernard Pachoud"
"Tiziana Zalla","Jean-Louis Dessalles"
"Tiziana Zalla","Jordan Grafman"
"Tiziana Zalla","Marco Sperduti"
"Tiziana Zalla","Nicolas Franck"
"Tiziana Zalla","Gianpaolo Basso"
"Tiziana Zalla","Pietro Pietrini"
"Tiziana Zalla","David Sander"
"Tiziana Zalla","Pascale Piolino"
"Tiziana Zalla","Franck Ramus"
"Tiziana Zalla","Laurent Cohen"
"Tiziana Zalla","Emmanuel Dupoux"
"Tiziana Zalla","Pierre Jacob"
"Tiziana Zalla","Janet Metcalfe"
"Tiziana Zalla","Giorgio Coricelli"
"Tiziana Zalla","Michael S. Phipps, Md, Mhs"
"Tiziana Zalla","Edouard Machery"
"Tiziana Zalla","Andrea Stocco"
"Tiziana Zalla","Danilo Fum"
"Tiziana Zalla","Manuela Piazza"
"Tiziana Zalla","Bernard Pachoud"
"Tiziana Zalla","Jean-Louis Dessalles"
"Stephane Lemaire","Tiziana Zalla"
"Stephane Lemaire","Marco Sperduti"
"Stephane Lemaire","Dominique Makowski"
"Stephane Lemaire","Pascale Piolino"
"Stephane Lemaire","Tiziana Zalla"
"Stephane Lemaire","Marco Sperduti"
"Stephane Lemaire","Dominique Makowski"
"Stephane Lemaire","Pascale Piolino"
"Stephane Lemaire","Tiziana Zalla"
"Stephane Lemaire","Marco Sperduti"
"Stephane Lemaire","Dominique Makowski"
"Stephane Lemaire","Pascale Piolino"
"Dominique Makowski","Daniel Lüdecke"
"Dominique Makowski","Mattan S. Ben-Shachar"
"Dominique Makowski","Indrajeet Patil"
"Dominique Makowski","Philip D. Waggoner"
"Dominique Makowski","Sh Annabel Chen (陈圣馨）"
"Dominique Makowski","Lau Zen Juen"
"Dominique Makowski","Tam Pham"
"Dominique Makowski","Pascale Piolino"
"Dominique Makowski","Marco Sperduti"
"Dominique Makowski","Brenton M. Wiernik"
"Dominique Makowski","Rémi Thériault"
"Dominique Makowski","Serge Nicolas"
"Dominique Makowski","François Lespinasse"
"Dominique Makowski","Philippe Blondé"
"Dominique Makowski","Hung Pham"
"Dominique Makowski","Tiziana Zalla"
"Dominique Makowski","Stephane Lemaire"
"Dominique Makowski","An Shu Te"
"Dominique Makowski","Prany Wantzen"
"Dominique Makowski","Elizabeth Ford"
"Dominique Makowski","Daniel Lüdecke"
"Dominique Makowski","Mattan S. Ben-Shachar"
"Dominique Makowski","Indrajeet Patil"
"Dominique Makowski","Philip D. Waggoner"
"Dominique Makowski","Sh Annabel Chen (陈圣馨）"
"Dominique Makowski","Lau Zen Juen"
"Dominique Makowski","Tam Pham"
"Dominique Makowski","Pascale Piolino"
"Dominique Makowski","Marco Sperduti"
"Dominique Makowski","Brenton M. Wiernik"
"Dominique Makowski","Rémi Thériault"
"Dominique Makowski","Serge Nicolas"
"Dominique Makowski","François Lespinasse"
"Dominique Makowski","Philippe Blondé"
"Dominique Makowski","Hung Pham"
"Dominique Makowski","Tiziana Zalla"
"Dominique Makowski","Stephane Lemaire"
"Dominique Makowski","An Shu Te"
"Dominique Makowski","Prany Wantzen"
"Dominique Makowski","Elizabeth Ford"
"Dominique Makowski","Daniel Lüdecke"
"Dominique Makowski","Mattan S. Ben-Shachar"
"Dominique Makowski","Indrajeet Patil"
"Dominique Makowski","Philip D. Waggoner"
"Dominique Makowski","Sh Annabel Chen (陈圣馨）"
"Dominique Makowski","Lau Zen Juen"
"Dominique Makowski","Tam Pham"
"Dominique Makowski","Pascale Piolino"
"Dominique Makowski","Marco Sperduti"
"Dominique Makowski","Brenton M. Wiernik"
"Dominique Makowski","Rémi Thériault"
"Dominique Makowski","Serge Nicolas"
"Dominique Makowski","François Lespinasse"
"Dominique Makowski","Philippe Blondé"
"Dominique Makowski","Hung Pham"
"Dominique Makowski","Tiziana Zalla"
"Dominique Makowski","Stephane Lemaire"
"Dominique Makowski","An Shu Te"
"Dominique Makowski","Prany Wantzen"
